ppl,input,output,index,answer,choice
4.44310312775592,"praise is to criticize what fail is to succeed
beauty is to aesthete what",pleasure is to hedonist,0,0,0
19.628457917582203,"praise is to criticize what fail is to succeed
beauty is to aesthete what",emotion is to demagogue,0,0,1
17.526106483759808,"praise is to criticize what fail is to succeed
beauty is to aesthete what",opinion is to sympathizer,0,0,2
25.13190764879035,"praise is to criticize what fail is to succeed
beauty is to aesthete what",seance is to medium,0,0,3
17.140641853315955,"praise is to criticize what fail is to succeed
beauty is to aesthete what",luxury is to ascetic,0,0,4
11.12291141498815,"praise is to criticize what fail is to succeed
shove is to nudge what",vex is to mutter,1,4,0
25.114082038267682,"praise is to criticize what fail is to succeed
shove is to nudge what",calm is to quell,1,4,1
13.396214052435838,"praise is to criticize what fail is to succeed
shove is to nudge what",teach is to lecture,1,4,2
8.776769590791075,"praise is to criticize what fail is to succeed
shove is to nudge what",push is to fight,1,4,3
23.173998176364858,"praise is to criticize what fail is to succeed
shove is to nudge what",stare is to glance,1,4,4
32.7466844162639,"praise is to criticize what fail is to succeed
reprehensible is to condemn what",torpid is to rule,2,3,0
18.112894506148294,"praise is to criticize what fail is to succeed
reprehensible is to condemn what",innocent is to judge,2,3,1
7.5914480850615025,"praise is to criticize what fail is to succeed
reprehensible is to condemn what",depraved is to admire,2,3,2
8.380664521464311,"praise is to criticize what fail is to succeed
reprehensible is to condemn what",estimable is to praise,2,3,3
26.670138743337606,"praise is to criticize what fail is to succeed
reprehensible is to condemn what",worthy is to parody,2,3,4
69.93139742624814,"praise is to criticize what fail is to succeed
contemporaries is to age what",housemates is to residence,3,0,0
52.46175554479357,"praise is to criticize what fail is to succeed
contemporaries is to age what",faculty is to scholarship,3,0,1
12.281930532784894,"praise is to criticize what fail is to succeed
contemporaries is to age what",idols is to worship,3,0,2
64.66745866232628,"praise is to criticize what fail is to succeed
contemporaries is to age what",kin is to reunion,3,0,3
24.113133784580857,"praise is to criticize what fail is to succeed
contemporaries is to age what",authors is to anthology,3,0,4
9.831325043275065,"praise is to criticize what fail is to succeed
disingenuous is to craftiness what",ecstatic is to contentment,4,4,0
26.130002447597047,"praise is to criticize what fail is to succeed
disingenuous is to craftiness what",idolatrous is to doubt,4,4,1
7.092852665910131,"praise is to criticize what fail is to succeed
disingenuous is to craftiness what",narcissistic is to appearance,4,4,2
6.876857985740291,"praise is to criticize what fail is to succeed
disingenuous is to craftiness what",penitent is to wrongdoing,4,4,3
5.791217409842913,"praise is to criticize what fail is to succeed
disingenuous is to craftiness what",surreptitious is to stealth,4,4,4
23.122076178708248,"praise is to criticize what fail is to succeed
calculator is to compute what",plug is to insert,5,1,0
38.67334689073502,"praise is to criticize what fail is to succeed
calculator is to compute what",clamp is to grip,5,1,1
21.687022471270105,"praise is to criticize what fail is to succeed
calculator is to compute what",saddle is to straddle,5,1,2
28.458648140992707,"praise is to criticize what fail is to succeed
calculator is to compute what",bridge is to suspend,5,1,3
16.543228560508975,"praise is to criticize what fail is to succeed
calculator is to compute what",incinerator is to warm,5,1,4
11.644441917997542,"praise is to criticize what fail is to succeed
lens is to glass what",well is to water,6,2,0
8.285539183871231,"praise is to criticize what fail is to succeed
lens is to glass what",saw is to wood,6,2,1
23.71379322379265,"praise is to criticize what fail is to succeed
lens is to glass what",sweater is to wool,6,2,2
11.348945500352539,"praise is to criticize what fail is to succeed
lens is to glass what",fuel is to fire,6,2,3
3.9640436137767354,"praise is to criticize what fail is to succeed
lens is to glass what",ink is to paper,6,2,4
8.103695593826044,"praise is to criticize what fail is to succeed
flowers is to florist what",rings is to jeweler,7,0,0
6.32524306940996,"praise is to criticize what fail is to succeed
flowers is to florist what",pharmacy is to pharmacist,7,0,1
17.675323152261882,"praise is to criticize what fail is to succeed
flowers is to florist what",roses is to arrangement,7,0,2
10.663180493198885,"praise is to criticize what fail is to succeed
flowers is to florist what",wedding is to caterer,7,0,3
5.400844798979685,"praise is to criticize what fail is to succeed
flowers is to florist what",stethoscope is to doctor,7,0,4
17.171347786584676,"praise is to criticize what fail is to succeed
puppeteer is to marionette what",teacher is to textbook,8,2,0
7.0382379066655565,"praise is to criticize what fail is to succeed
puppeteer is to marionette what",ballerina is to leotard,8,2,1
6.761612785412158,"praise is to criticize what fail is to succeed
puppeteer is to marionette what",hypnotist is to subject,8,2,2
18.716276191953632,"praise is to criticize what fail is to succeed
puppeteer is to marionette what",lawyer is to criminal,8,2,3
41.12358583246029,"praise is to criticize what fail is to succeed
puppeteer is to marionette what",manager is to baseball,8,2,4
17.178259795921228,"praise is to criticize what fail is to succeed
berate is to criticize what",goad is to urge,9,0,0
17.487151438851395,"praise is to criticize what fail is to succeed
berate is to criticize what",accuse is to apologize,9,0,1
24.18450403846238,"praise is to criticize what fail is to succeed
berate is to criticize what",regret is to remember,9,0,2
11.4081779631933,"praise is to criticize what fail is to succeed
berate is to criticize what",betray is to follow,9,0,3
