ppl,input,output,index,answer,choice
3.10017930890549,"coins is to pennies what utensils is to forks
beauty is to aesthete what",pleasure is to hedonist,0,0,0
15.538876145292665,"coins is to pennies what utensils is to forks
beauty is to aesthete what",emotion is to demagogue,0,0,1
8.76664124420077,"coins is to pennies what utensils is to forks
beauty is to aesthete what",opinion is to sympathizer,0,0,2
19.40127810089827,"coins is to pennies what utensils is to forks
beauty is to aesthete what",seance is to medium,0,0,3
12.0771947289814,"coins is to pennies what utensils is to forks
beauty is to aesthete what",luxury is to ascetic,0,0,4
13.713683588299387,"coins is to pennies what utensils is to forks
shove is to nudge what",vex is to mutter,1,4,0
37.36704960463835,"coins is to pennies what utensils is to forks
shove is to nudge what",calm is to quell,1,4,1
24.77101253031294,"coins is to pennies what utensils is to forks
shove is to nudge what",teach is to lecture,1,4,2
14.675450469482355,"coins is to pennies what utensils is to forks
shove is to nudge what",push is to fight,1,4,3
18.125698917373295,"coins is to pennies what utensils is to forks
shove is to nudge what",stare is to glance,1,4,4
30.726056955784387,"coins is to pennies what utensils is to forks
reprehensible is to condemn what",torpid is to rule,2,3,0
14.421958703207002,"coins is to pennies what utensils is to forks
reprehensible is to condemn what",innocent is to judge,2,3,1
6.596338113022579,"coins is to pennies what utensils is to forks
reprehensible is to condemn what",depraved is to admire,2,3,2
7.118428718985096,"coins is to pennies what utensils is to forks
reprehensible is to condemn what",estimable is to praise,2,3,3
23.992517343821884,"coins is to pennies what utensils is to forks
reprehensible is to condemn what",worthy is to parody,2,3,4
26.64561197232887,"coins is to pennies what utensils is to forks
contemporaries is to age what",housemates is to residence,3,0,0
32.479687715899495,"coins is to pennies what utensils is to forks
contemporaries is to age what",faculty is to scholarship,3,0,1
10.953999632216448,"coins is to pennies what utensils is to forks
contemporaries is to age what",idols is to worship,3,0,2
29.319483703361033,"coins is to pennies what utensils is to forks
contemporaries is to age what",kin is to reunion,3,0,3
13.653615707492841,"coins is to pennies what utensils is to forks
contemporaries is to age what",authors is to anthology,3,0,4
9.286045263596689,"coins is to pennies what utensils is to forks
disingenuous is to craftiness what",ecstatic is to contentment,4,4,0
28.911603812853567,"coins is to pennies what utensils is to forks
disingenuous is to craftiness what",idolatrous is to doubt,4,4,1
7.5967458238013545,"coins is to pennies what utensils is to forks
disingenuous is to craftiness what",narcissistic is to appearance,4,4,2
7.059541001221712,"coins is to pennies what utensils is to forks
disingenuous is to craftiness what",penitent is to wrongdoing,4,4,3
4.471968634160831,"coins is to pennies what utensils is to forks
disingenuous is to craftiness what",surreptitious is to stealth,4,4,4
43.30863473792105,"coins is to pennies what utensils is to forks
calculator is to compute what",plug is to insert,5,1,0
45.74992773922339,"coins is to pennies what utensils is to forks
calculator is to compute what",clamp is to grip,5,1,1
33.08504518589273,"coins is to pennies what utensils is to forks
calculator is to compute what",saddle is to straddle,5,1,2
36.84568691265071,"coins is to pennies what utensils is to forks
calculator is to compute what",bridge is to suspend,5,1,3
15.070130498479822,"coins is to pennies what utensils is to forks
calculator is to compute what",incinerator is to warm,5,1,4
14.220062045377162,"coins is to pennies what utensils is to forks
lens is to glass what",well is to water,6,2,0
13.84689220216058,"coins is to pennies what utensils is to forks
lens is to glass what",saw is to wood,6,2,1
30.967317583857255,"coins is to pennies what utensils is to forks
lens is to glass what",sweater is to wool,6,2,2
18.697597373075443,"coins is to pennies what utensils is to forks
lens is to glass what",fuel is to fire,6,2,3
