ppl,input,output,index,answer,choice
5.228057842962976,"dead is to revived what permanent is to changed
beauty is to aesthete what",pleasure is to hedonist,0,0,0
22.700299333214133,"dead is to revived what permanent is to changed
beauty is to aesthete what",emotion is to demagogue,0,0,1
19.181588409571265,"dead is to revived what permanent is to changed
beauty is to aesthete what",opinion is to sympathizer,0,0,2
19.50255593010801,"dead is to revived what permanent is to changed
beauty is to aesthete what",seance is to medium,0,0,3
14.571083775230912,"dead is to revived what permanent is to changed
beauty is to aesthete what",luxury is to ascetic,0,0,4
13.074137393051634,"dead is to revived what permanent is to changed
shove is to nudge what",vex is to mutter,1,4,0
39.56562296257161,"dead is to revived what permanent is to changed
shove is to nudge what",calm is to quell,1,4,1
21.539251229362133,"dead is to revived what permanent is to changed
shove is to nudge what",teach is to lecture,1,4,2
17.64925274705443,"dead is to revived what permanent is to changed
shove is to nudge what",push is to fight,1,4,3
19.297852866158042,"dead is to revived what permanent is to changed
shove is to nudge what",stare is to glance,1,4,4
44.775196602526655,"dead is to revived what permanent is to changed
reprehensible is to condemn what",torpid is to rule,2,3,0
14.779042426683713,"dead is to revived what permanent is to changed
reprehensible is to condemn what",innocent is to judge,2,3,1
6.496762885191545,"dead is to revived what permanent is to changed
reprehensible is to condemn what",depraved is to admire,2,3,2
8.144574726761867,"dead is to revived what permanent is to changed
reprehensible is to condemn what",estimable is to praise,2,3,3
29.43857415696257,"dead is to revived what permanent is to changed
reprehensible is to condemn what",worthy is to parody,2,3,4
54.83157762646433,"dead is to revived what permanent is to changed
contemporaries is to age what",housemates is to residence,3,0,0
41.52570517646765,"dead is to revived what permanent is to changed
contemporaries is to age what",faculty is to scholarship,3,0,1
16.178968348134006,"dead is to revived what permanent is to changed
contemporaries is to age what",idols is to worship,3,0,2
36.00777008090587,"dead is to revived what permanent is to changed
contemporaries is to age what",kin is to reunion,3,0,3
15.690520883033678,"dead is to revived what permanent is to changed
contemporaries is to age what",authors is to anthology,3,0,4
9.627392650003396,"dead is to revived what permanent is to changed
disingenuous is to craftiness what",ecstatic is to contentment,4,4,0
30.00734813047795,"dead is to revived what permanent is to changed
disingenuous is to craftiness what",idolatrous is to doubt,4,4,1
6.6077113749488605,"dead is to revived what permanent is to changed
disingenuous is to craftiness what",narcissistic is to appearance,4,4,2
6.607751547800486,"dead is to revived what permanent is to changed
disingenuous is to craftiness what",penitent is to wrongdoing,4,4,3
5.288888172444788,"dead is to revived what permanent is to changed
disingenuous is to craftiness what",surreptitious is to stealth,4,4,4
58.69434292056624,"dead is to revived what permanent is to changed
calculator is to compute what",plug is to insert,5,1,0
54.293955230287295,"dead is to revived what permanent is to changed
calculator is to compute what",clamp is to grip,5,1,1
36.0264213589619,"dead is to revived what permanent is to changed
calculator is to compute what",saddle is to straddle,5,1,2
39.10258113400177,"dead is to revived what permanent is to changed
calculator is to compute what",bridge is to suspend,5,1,3
15.239827618533912,"dead is to revived what permanent is to changed
calculator is to compute what",incinerator is to warm,5,1,4
9.433070819920545,"dead is to revived what permanent is to changed
lens is to glass what",well is to water,6,2,0
11.91190816218289,"dead is to revived what permanent is to changed
lens is to glass what",saw is to wood,6,2,1
19.14629258969001,"dead is to revived what permanent is to changed
lens is to glass what",sweater is to wool,6,2,2
