ppl,input,output,index,answer,choice
5.03604482701514,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
beauty is to aesthete what",pleasure is to hedonist,0,0,0
22.84400166840392,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
beauty is to aesthete what",emotion is to demagogue,0,0,1
16.016220802049403,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
beauty is to aesthete what",opinion is to sympathizer,0,0,2
16.080919236624183,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
beauty is to aesthete what",seance is to medium,0,0,3
17.494499221410422,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
beauty is to aesthete what",luxury is to ascetic,0,0,4
14.536378053465477,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
shove is to nudge what",vex is to mutter,1,4,0
32.67020651229489,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
shove is to nudge what",calm is to quell,1,4,1
21.066260844014685,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
shove is to nudge what",teach is to lecture,1,4,2
10.125558392077918,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
shove is to nudge what",push is to fight,1,4,3
15.831720929115532,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
shove is to nudge what",stare is to glance,1,4,4
35.490350252154236,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shovel is to spoon what ladder is to stairs
factory is to product what refinery is to oil
deafness is to hearing what scratch is to cd
lamb is to sheep what puppy is to dog
running is to fast what kiss is to passionate
reprehensible is to condemn what",torpid is to rule,2,3,0
