ppl,input,output,index,answer,choice
8.509927679166559,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
beauty is to aesthete what",pleasure is to hedonist,0,0,0
28.784033548771582,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
beauty is to aesthete what",emotion is to demagogue,0,0,1
26.715775671301575,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
beauty is to aesthete what",opinion is to sympathizer,0,0,2
19.888409009902595,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
beauty is to aesthete what",seance is to medium,0,0,3
20.180525702635443,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
beauty is to aesthete what",luxury is to ascetic,0,0,4
12.945211188386713,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
shove is to nudge what",vex is to mutter,1,4,0
35.690129382618956,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
shove is to nudge what",calm is to quell,1,4,1
15.90069637603975,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
shove is to nudge what",teach is to lecture,1,4,2
19.479506693800612,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
shove is to nudge what",push is to fight,1,4,3
15.559291640377571,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
shove is to nudge what",stare is to glance,1,4,4
40.3373862743784,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
reprehensible is to condemn what",torpid is to rule,2,3,0
23.072547783923586,"coins is to pennies what utensils is to forks
soldier is to gun what doctor is to stethoscope
giggle is to laugh what fire is to flame
stairs is to ladder what book is to magazine
coward is to fear what idiot is to stupidity
low is to up what just is to unfair
fix is to broken what thaw is to frozen
mute is to talkative what empty is to full
license is to permission what crown is to royalty
angelic is to evil what miniscule is to big
reprehensible is to condemn what",innocent is to judge,2,3,1
